USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.2 167724  9884 ?        Ss   10:27   0:03 /sbin/init splash
xlp         1957  0.0  0.5 354052 21832 ?        Ssl  10:27   0:00 /usr/libexec/gsd-wacom
xlp         1975  0.0  0.1 322600  6496 ?        Ssl  10:27   0:00 /usr/libexec/gsd-wwan
xlp         1977  0.0  0.6 301200 26156 ?        Sl   10:27   0:32 /usr/bin/vmtoolsd -n vmusr --blockFd 3
xlp         1979  0.0  0.5 355204 22816 ?        Ssl  10:27   0:00 /usr/libexec/gsd-xsettings
xlp         2007  0.0  0.2 350824 10776 ?        Sl   10:27   0:00 /usr/libexec/gsd-printer
xlp         2008  0.0  0.1 171328  5668 ?        Sl   10:27   0:00 /usr/libexec/ibus-engine-simple
xlp         2061  0.0  7.6 1197244 305988 ?      Sl   10:27   0:13 /snap/snap-store/558/usr/bin/snap-store --gapplication-service
xlp         2091  0.0  0.1 466156  5500 ?        Ssl  10:27   0:00 /usr/libexec/xdg-document-portal
xlp         2192  0.0  0.2 471168  8392 ?        Ssl  10:27   0:00 /usr/libexec/xdg-desktop-portal
xlp         2196  0.0  0.5 502324 22468 ?        Ssl  10:27   0:00 /usr/libexec/xdg-desktop-portal-gtk
xlp         2667  0.0  1.5 1244304 62628 ?       Sl   10:28   0:06 /usr/bin/nautilus --gapplication-service
xlp         3962  0.0  0.7 429900 30648 ?        Sl   10:28   0:01 update-notifier
xlp         3963  0.0  0.1 170948  5748 ?        Ssl  10:28   0:00 /usr/libexec/gvfsd-metadata
root        6623  0.0  0.0      0     0 ?        I<   11:24   0:00 [xfsalloc]
root        6624  0.0  0.0      0     0 ?        I<   11:24   0:00 [xfs_mru_cache]
root        6628  0.0  0.0      0     0 ?        S    11:24   0:00 [jfsIO]
root        6629  0.0  0.0      0     0 ?        S    11:24   0:00 [jfsCommit]
root        6630  0.0  0.0      0     0 ?        S    11:24   0:00 [jfsCommit]
root        6631  0.0  0.0      0     0 ?        S    11:24   0:00 [jfsCommit]
root        6632  0.0  0.0      0     0 ?        S    11:24   0:00 [jfsCommit]
root        6633  0.0  0.0      0     0 ?        S    11:24   0:00 [jfsCommit]
root        6634  0.0  0.0      0     0 ?        S    11:24   0:00 [jfsCommit]
root        6635  0.0  0.0      0     0 ?        S    11:24   0:00 [jfsSync]
root        8356  0.0  0.1  13960  7280 ?        Ss   17:04   0:07 sshd: root@notty
root        8359  0.0  0.1  18648  7908 ?        Ss   17:04   0:00 /lib/systemd/systemd --user
root        8360  0.0  0.0 169136  2784 ?        S    17:04   0:00 (sd-pam)
root        8446  0.0  0.0  18264  3708 ?        Ss   17:04   0:00 bash
root        8489  0.0  0.0   2616   536 ?        S    17:04   0:00 sh /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/server.sh --start-server --host=127.0.0.1 --enable-remote-auto-shutdown --port=0 --connection-secret /root/.vscode-server/.899d46d82c4c95423fb7e10e68eba52050e30ba3.token
root        8496  0.2  2.2 950704 87676 ?        Sl   17:04   0:49 /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/node /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/out/vs/server/main.js --start-server --host=127.0.0.1 --enable-remote-auto-shutdown --port=0 --connection-secret /root/.vscode-server/.899d46d82c4c95423fb7e10e68eba52050e30ba3.token
root        8566  0.1  1.3 1018640 55536 ?       Sl   17:04   0:24 /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/node /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/out/bootstrap-fork --type=ptyHost
root        8595  0.3  3.0 996252 120592 ?       Sl   17:04   1:15 /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/node /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/out/bootstrap-fork --type=extensionHost --uriTransformerPath=/root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/out/vs/server/uriTransformer.js
root        8606  0.0  0.8 828528 33936 ?        Sl   17:04   0:02 /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/node /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/out/bootstrap-fork --type=watcherServiceParcel
root        8644  0.0  0.1  18600  3984 pts/3    Ss   17:04   0:00 /bin/bash
root        8668  0.0  0.4 193448 17728 ?        Sl   17:04   0:05 /root/.vscode-server/data/User/globalStorage/tabnine.tabnine-vscode/binaries/4.0.60/x86_64-unknown-linux-musl/TabNine --client=vscode --no-lsp=true --client-metadata clientVersion=1.63.2 pluginVersion=3.5.21 t9-vscode-AutoImportEnabled=true t9-vscode-TSAutoImportEnabled=true t9-vscode-JSAutoImportEnabled=true vscode-telemetry-enabled=true vscode-remote=true vscode-remote-name=ssh-remote vscode-extension-kind=2 vscode-theme-name=One Dark Pro vscode-theme-kind=Dark vscode-machine-id=6c0bf5d90d588d96d3a0e97b370f283fab2fbc23133698a1a9decab1fb8d161d vscode-is-new-app-install=false vscode-session-id=a06be111-10be-4ff3-8471-54bc1f991e6e1644224654983 vscode-language=zh-cn vscode-app-name=Visual Studio Code vscode-beta-channel-enabled=false vscode-status-customization=unknown ide-restart-counter=0
root        8708  0.0  1.3 377560 54180 ?        Sl   17:04   0:14 /root/.vscode-server/data/User/globalStorage/tabnine.tabnine-vscode/binaries/4.0.60/x86_64-unknown-linux-musl/TabNine --client=vscode --no-lsp=true --client-metadata clientVersion=1.63.2 pluginVersion=3.5.21 t9-vscode-AutoImportEnabled=true t9-vscode-TSAutoImportEnabled=true t9-vscode-JSAutoImportEnabled=true vscode-telemetry-enabled=true vscode-remote=true vscode-remote-name=ssh-remote vscode-extension-kind=2 vscode-theme-name=One Dark Pro vscode-theme-kind=Dark vscode-machine-id=6c0bf5d90d588d96d3a0e97b370f283fab2fbc23133698a1a9decab1fb8d161d vscode-is-new-app-install=false vscode-session-id=a06be111-10be-4ff3-8471-54bc1f991e6e1644224654983 vscode-language=zh-cn vscode-app-name=Visual Studio Code vscode-beta-channel-enabled=false vscode-status-customization=unknown ide-restart-counter=0 --no_bootstrap
root        8777  0.0  1.0 1600444 40736 ?       Sl   17:04   0:12 /root/.vscode-server/extensions/ms-vscode.cpptools-1.7.1/bin/cpptools
root        8827  0.0  0.9 581484 37700 ?        Sl   17:04   0:01 /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/node /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=8595
root        8880  3.9 15.8 1227480 630248 ?      Sl   17:04  13:59 /root/.vscode-server/data/User/globalStorage/tabnine.tabnine-vscode/binaries/4.0.60/x86_64-unknown-linux-musl/TabNine-deep-local --settings /root/.config/TabNine/local.settingsSmall --settings-version 1 --client vscode --client-metadata clientVersion=1.63.2 pluginVersion=3.5.21 t9-vscode-AutoImportEnabled=true t9-vscode-TSAutoImportEnabled=true t9-vscode-JSAutoImportEnabled=true vscode-telemetry-enabled=true vscode-remote=true vscode-remote-name=ssh-remote vscode-extension-kind=2 vscode-theme-name=One Dark Pro vscode-theme-kind=Dark vscode-machine-id=6c0bf5d90d588d96d3a0e97b370f283fab2fbc23133698a1a9decab1fb8d161d vscode-is-new-app-install=false vscode-session-id=a06be111-10be-4ff3-8471-54bc1f991e6e1644224654983 vscode-language=zh-cn vscode-app-name=Visual Studio Code vscode-beta-channel-enabled=false vscode-status-customization=unknown ide-restart-counter=0
root       11638  0.0  0.0      0     0 ?        S    20:01   0:00 [scsi_eh_33]
root       11639  0.0  0.0      0     0 ?        I<   20:01   0:00 [scsi_tmf_33]
root       11640  0.0  0.0      0     0 ?        S    20:01   0:03 [usb-storage]
root       11643  0.0  0.0      0     0 ?        I<   20:01   0:00 [uas]
root       12457  0.0  0.0      0     0 ?        I    20:23   0:00 [kworker/4:1-events]
root       12835  0.0  0.0      0     0 ?        I    20:36   0:00 [kworker/3:0-rcu_par_gp]
root       13103  0.0  0.0      0     0 ?        I    20:59   0:00 [kworker/1:2-mm_percpu_wq]
root       13147  0.0  0.0      0     0 ?        I    20:59   0:00 [kworker/4:0-cgroup_destroy]
root       13657  0.0  0.0      0     0 ?        I    21:08   0:00 [kworker/2:2-events]
root       13786  0.0  0.0      0     0 ?        I    21:13   0:02 [kworker/3:1-mpt_poll_0]
root       13822  0.0  0.0      0     0 ?        I    21:13   0:00 [kworker/1:1-events]
root       13846  1.3  0.3  71760 15448 ?        Sl   21:15   1:21 /root/.vscode-server/data/User/globalStorage/tabnine.tabnine-vscode/binaries/4.0.60/x86_64-unknown-linux-musl/WD-TabNine --client vscode --client-metadata clientVersion=1.63.2 pluginVersion=3.5.21 t9-vscode-AutoImportEnabled=true t9-vscode-TSAutoImportEnabled=true t9-vscode-JSAutoImportEnabled=true vscode-telemetry-enabled=true vscode-remote=true vscode-remote-name=ssh-remote vscode-extension-kind=2 vscode-theme-name=One Dark Pro vscode-theme-kind=Dark vscode-machine-id=6c0bf5d90d588d96d3a0e97b370f283fab2fbc23133698a1a9decab1fb8d161d vscode-is-new-app-install=false vscode-session-id=c66d0876-b919-49c2-b5c3-2a3926563efa1644224775484 vscode-language=zh-cn vscode-app-name=Visual Studio Code vscode-beta-channel-enabled=false vscode-status-customization=unknown ide-restart-counter=0
root       13936  0.0  0.0      0     0 ?        I    21:17   0:00 [kworker/0:0-events]
root       13939  0.0  0.0      0     0 ?        I    21:17   0:00 [kworker/5:0-events]
root       13984  0.0  0.0      0     0 ?        I    21:54   0:00 [kworker/u256:1-events_unbound]
root       14107  0.0  0.0      0     0 ?        I    22:30   0:00 [kworker/2:1-cgroup_destroy]
root       14342  0.0  0.0   2496   584 ?        S    22:34   0:00 while
root       14417  0.0  0.0      0     0 ?        I    22:34   0:00 [kworker/5:1-events]
root       14487  0.0  0.0      0     0 ?        I    22:40   0:00 [kworker/u256:3-events_power_efficient]
root       14501  0.0  0.0      0     0 ?        I    22:44   0:00 [kworker/0:2-cgroup_destroy]
root       14658  0.1  0.6 5103456 24008 ?       Sl   22:50   0:00 /root/.vscode-server/extensions/ms-vscode.cpptools-1.7.1/bin/cpptools-srv 8777 {6454C2DC-3F19-40F8-BCD8-F94D698C5E7E}
root       14714  0.0  0.3 5103588 14168 ?       Sl   22:51   0:00 /root/.vscode-server/extensions/ms-vscode.cpptools-1.7.1/bin/cpptools-srv 8777 {A845860E-7603-4D79-94CB-DA92F9D8F0D0}
root       15002  0.0  0.0  16716   592 ?        S    22:55   0:00 sleep 180
root       15012  0.0  0.0   2496   524 ?        S    22:55   0:00 while
root       15036  0.0  0.0   2616   540 ?        S    22:56   0:00 /bin/sh -c "/root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/out/vs/base/node/cpuUsage.sh" 8644
root       15037  0.0  0.0  18132  3624 ?        S    22:56   0:00 /bin/bash /root/.vscode-server/bin/899d46d82c4c95423fb7e10e68eba52050e30ba3/out/vs/base/node/cpuUsage.sh 8644
root       15040  0.0  0.0  16716   588 ?        S    22:56   0:00 sleep 1
root       15041  0.0  0.0   2364   588 pts/3    S+   22:56   0:00 ./exec_dup
root       15042  0.0  0.0  20132  3576 pts/3    R+   22:56   0:00 ps aux
